index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob
161,,,green mold,S_FUNGUS,1,0,9,0,0,G_GENO|1,"ATTK(AT_NONE,AD_ACID,0,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,30,MS_SILENT,MZ_SMALL,MR_ACID|MR_STONE,MR_ACID|MR_STONE,M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID,M2_NEUTER|M2_HOSTILE,,2,-,-,-,2,2,4,MR_ACID=33|MR_STONE=33
162,,,red mold,S_FUNGUS,1,0,9,0,0,G_GENO|1,"ATTK(AT_NONE,AD_FIRE,0,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,30,MS_SILENT,MZ_SMALL,MR_FIRE|MR_POISON,MR_FIRE|MR_POISON,M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NEUTER|M2_HOSTILE,M3_INFRAVISIBLE,1,-,-,-,2,2,4,MR_FIRE= 7|MR_POISON= 7
163,,,shrieker,S_FUNGUS,3,1,7,0,0,G_GENO|1,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,100,MS_SHRIEK,MZ_SMALL,MR_POISON,MR_POISON,M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NEUTER|M2_HOSTILE,,5,-,-,-,2,2,10,MR_POISON=20
164,,,violet fungus,S_FUNGUS,3,1,7,0,0,G_GENO|2,"ATTK(AT_TUCH,AD_PHYS,1,4)","ATTK(AT_TUCH,AD_STCK,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,100,MS_SILENT,MZ_SMALL,MR_POISON,MR_POISON,M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NEUTER|M2_HOSTILE,,5,-,-,-,5,5,19,MR_POISON=20
165,,,gnome,S_GNOME,1,6,10,4,0,G_GENO|G_SGROUP|1,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,650,100,MS_ORC,MZ_SMALL,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_GNOME|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,3,-,-,-,3,3,7,
166,gnome lord,gnome lady,gnome leader,S_GNOME,3,8,10,4,0,G_GENO|2,"ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,700,120,MS_ORC,MZ_SMALL,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_GNOME|M2_LORD|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,4,-,-,-,4,4,15,
167,,,gnomish wizard,S_GNOME,3,10,4,10,0,G_GENO|1,"ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,700,120,MS_ORC,MZ_SMALL,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_GNOME|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE,12,-,-,-,5,5,23,
168,gnome king,gnome queen,gnome ruler,S_GNOME,5,10,10,20,0,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,750,150,MS_ORC,MZ_SMALL,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_GNOME|M2_PRINCE|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,5,-,-,-,6,6,31,
169,,,giant,S_GIANT,6,6,0,0,2,G_GENO|G_NOGEN|1,"ATTK(AT_WEAP,AD_PHYS,2,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2250,750,MS_BOAST,MZ_HUGE,,,M1_HUMANOID|M1_CARNIVORE,M2_GIANT|M2_NASTY|M2_STRONG|M2_ROCKTHROW|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,-,-,8,8,91,
170,,,stone giant,S_GIANT,6,6,0,0,2,G_GENO|G_SGROUP|1,"ATTK(AT_WEAP,AD_PHYS,2,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2250,750,MS_BOAST,MZ_HUGE,,,M1_HUMANOID|M1_CARNIVORE,M2_GIANT|M2_NASTY|M2_STRONG|M2_ROCKTHROW|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,7,-,-,-,8,8,91,
171,,,hill giant,S_GIANT,8,10,6,0,-2,G_GENO|G_SGROUP|1,"ATTK(AT_WEAP,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2200,700,MS_BOAST,MZ_HUGE,,,M1_HUMANOID|M1_CARNIVORE,M2_GIANT|M2_NASTY|M2_STRONG|M2_ROCKTHROW|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,6,-,-,-,10,10,126,
172,,,fire giant,S_GIANT,9,12,4,5,2,G_GENO|G_SGROUP|1,"ATTK(AT_WEAP,AD_PHYS,2,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2250,750,MS_BOAST,MZ_HUGE,MR_FIRE,MR_FIRE,M1_HUMANOID|M1_CARNIVORE,M2_GIANT|M2_NASTY|M2_STRONG|M2_ROCKTHROW|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,11,-,-,-,11,11,200,MR_FIRE=60
173,,,frost giant,S_GIANT,10,12,3,10,-3,G_GENO|G_SGROUP|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,2,12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2250,750,MS_BOAST,MZ_HUGE,MR_COLD,MR_COLD,M1_HUMANOID|M1_CARNIVORE,M2_GIANT|M2_NASTY|M2_STRONG|M2_ROCKTHROW|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,15,-,-,-,13,13,236,MR_COLD=67
174,,,ettin,S_GIANT,10,12,3,0,0,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,2,8)","ATTK(AT_WEAP,AD_PHYS,3,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,500,MS_GRUNT,MZ_HUGE,,,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,3,-,-,-,13,13,231,
175,,,storm giant,S_GIANT,16,12,3,10,-3,G_GENO|G_SGROUP|1,"ATTK(AT_WEAP,AD_PHYS,2,12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2250,750,MS_BOAST,MZ_HUGE,MR_ELEC,MR_ELEC,M1_HUMANOID|M1_CARNIVORE,M2_GIANT|M2_NASTY|M2_STRONG|M2_ROCKTHROW|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,4,-,-,-,19,19,440,MR_ELEC=100
176,,,titan,S_GIANT,16,18,-3,70,9,1,"ATTK(AT_WEAP,AD_PHYS,2,8)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2300,900,MS_SPELL,MZ_HUGE,,,M1_FLY|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NASTY|M2_STRONG|M2_ROCKTHROW|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE,5,-,-,-,20,20,473,
177,,,minotaur,S_GIANT,15,15,6,0,0,G_GENO|G_NOGEN|0,"ATTK(AT_CLAW,AD_PHYS,3,10)","ATTK(AT_CLAW,AD_PHYS,3,10)","ATTK(AT_BUTT,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,1500,700,MS_MOO,MZ_LARGE,,,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,3,-,-,-,17,17,414,
178,,,jabberwock,S_JABBERWOCK,15,12,-2,50,0,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,2,10)","ATTK(AT_BITE,AD_PHYS,2,10)","ATTK(AT_CLAW,AD_PHYS,2,10)","ATTK(AT_CLAW,AD_PHYS,2,10)",NO_ATTK,NO_ATTK,1300,600,MS_BURBLE,MZ_LARGE,,,M1_FLY|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,9,-,-,-,18,18,399,
179,,,Keystone Kop,S_KOP,1,6,10,10,9,G_GENO|G_LGROUP|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,200,MS_ARREST,MZ_MEDIUM,,,M1_HUMANOID,M2_HUMAN|M2_MALE|M2_HOSTILE|M2_WANDER|M2_COLLECT,M3_INFRAVISIBLE,4,-,-,-,3,3,7,
180,,,Kop Sergeant,S_KOP,2,8,10,10,10,G_GENO|G_SGROUP|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,200,MS_ARREST,MZ_MEDIUM,,,M1_HUMANOID,M2_HUMAN|M2_MALE|M2_HOSTILE|M2_WANDER|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,4,-,-,-,4,4,10,
181,,,Kop Lieutenant,S_KOP,3,10,10,20,11,G_GENO|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,200,MS_ARREST,MZ_MEDIUM,,,M1_HUMANOID,M2_HUMAN|M2_MALE|M2_HOSTILE|M2_WANDER|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,6,-,-,-,5,5,15,
182,,,Kop Kaptain,S_KOP,4,12,10,20,12,G_GENO|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,200,MS_ARREST,MZ_MEDIUM,,,M1_HUMANOID,M2_HUMAN|M2_MALE|M2_HOSTILE|M2_WANDER|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,5,-,-,-,6,6,22,
183,,,lich,S_LICH,11,6,0,30,-9,G_NOCORPSE|G_GENO|1,"ATTK(AT_TUCH,AD_COLD,1,10)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,MR_COLD,M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_POIS,M2_UNDEAD|M2_HOSTILE|M2_MAGIC,M3_INFRAVISION,3,-,-,-,14,14,225,MR_COLD=73
184,,,demilich,S_LICH,14,9,-2,60,-12,G_NOCORPSE|G_GENO|1,"ATTK(AT_TUCH,AD_COLD,3,4)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,MR_COLD,M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_POIS,M2_UNDEAD|M2_HOSTILE|M2_MAGIC,M3_INFRAVISION,1,-,-,-,18,18,320,MR_COLD=93
185,,,master lich,S_LICH,17,9,-4,90,-15,G_NOCORPSE|G_GENO|G_HELL|1,"ATTK(AT_TUCH,AD_COLD,3,6)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_POISON,MR_FIRE|MR_COLD,M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_POIS,M2_UNDEAD|M2_HOSTILE|M2_MAGIC,M3_WANTSBOOK|M3_INFRAVISION,5,-,-,-,21,21,426,MR_FIRE=100|MR_COLD=100
186,,,arch-lich,S_LICH,25,9,-6,90,-15,G_NOCORPSE|G_GENO|G_HELL|1,"ATTK(AT_TUCH,AD_COLD,5,6)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON,MR_FIRE|MR_COLD,M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_POIS,M2_UNDEAD|M2_HOSTILE|M2_MAGIC,M3_WANTSBOOK|M3_INFRAVISION,5,-,-,-,29,29,815,MR_FIRE=100|MR_COLD=100
187,,,kobold mummy,S_MUMMY,3,8,6,20,-2,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,50,MS_SILENT,MZ_SMALL,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_HOSTILE,M3_INFRAVISION,3,-,-,-,4,4,10,
188,,,gnome mummy,S_MUMMY,4,10,6,20,-3,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,650,50,MS_SILENT,MZ_SMALL,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_GNOME|M2_HOSTILE,M3_INFRAVISION,1,-,-,-,5,5,17,
189,,,orc mummy,S_MUMMY,5,10,5,20,-4,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,850,75,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_ORC|M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS,M3_INFRAVISION,7,-,-,-,6,6,26,
190,,,dwarf mummy,S_MUMMY,5,10,5,20,-4,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,150,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_DWARF|M2_HOSTILE|M2_GREEDY|M2_JEWELS,M3_INFRAVISION,1,-,-,-,6,6,26,
191,,,elf mummy,S_MUMMY,6,12,4,30,-5,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,175,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_ELF|M2_HOSTILE,M3_INFRAVISION,2,-,-,-,7,7,37,
192,,,human mummy,S_MUMMY,6,12,4,30,-5,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,200,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_HOSTILE,M3_INFRAVISION,7,-,-,-,7,7,37,
193,,,ettin mummy,S_MUMMY,7,12,4,30,-6,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,2,6)","ATTK(AT_CLAW,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,250,MS_SILENT,MZ_HUGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_HOSTILE|M2_STRONG,M3_INFRAVISION,4,-,-,-,8,8,50,
194,,,giant mummy,S_MUMMY,8,14,3,30,-7,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_CLAW,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2050,375,MS_SILENT,MZ_HUGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_GIANT|M2_HOSTILE|M2_STRONG|M2_JEWELS,M3_INFRAVISION,6,-,-,-,10,10,68,
195,,,red naga hatchling,S_NAGA,3,10,6,0,0,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_FIRE|MR_POISON,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,M3_INFRAVISIBLE,1,-,-,-,4,4,10,MR_POISON=20
196,,,black naga hatchling,S_NAGA,3,10,6,0,0,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_POISON|MR_ACID|MR_STONE,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_ACID|M1_CARNIVORE,M2_STRONG,,0,-,-,-,4,4,10,MR_POISON=20
197,,,golden naga hatchling,S_NAGA,3,10,6,0,0,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_POISON,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,,11,-,-,-,4,4,10,MR_POISON=20
198,,,guardian naga hatchling,S_NAGA,3,10,6,0,0,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_POISON,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,,2,-,-,-,4,4,10,MR_POISON=20
199,,,red naga,S_NAGA,6,12,4,0,-4,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,2,4)","ATTK(AT_BREA,AD_FIRE,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_FIRE|MR_POISON,MR_FIRE|MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,M3_INFRAVISIBLE,1,-,-,-,8,8,52,MR_FIRE=40|MR_POISON=40
200,,,black naga,S_NAGA,8,14,2,10,4,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,2,6)","ATTK(AT_SPIT,AD_ACID,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_POISON|MR_ACID|MR_STONE,MR_POISON|MR_ACID|MR_STONE,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_OVIPAROUS|M1_ACID|M1_CARNIVORE,M2_STRONG,,0,-,-,-,10,10,92,MR_POISON=53|MR_ACID=100|MR_STONE=100
201,,,golden naga,S_NAGA,10,14,2,70,5,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,2,6)","ATTK(AT_MAGC,AD_SPEL,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_POISON,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,,11,-,-,-,13,13,189,MR_POISON=67
202,,,guardian naga,S_NAGA,12,16,0,50,7,G_GENO|1,"ATTK(AT_SPIT,AD_DRST,1,6)","ATTK(AT_BITE,AD_PLYS,1,6)","ATTK(AT_TUCH,AD_PHYS,0,0)","ATTK(AT_HUGS,AD_WRAP,2,4)",NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_POISON,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_OVIPAROUS|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,,2,-,-,-,17,17,262,MR_POISON=80
203,,,ogre,S_OGRE,5,10,5,0,-3,G_GENO|G_SGROUP|1,"ATTK(AT_WEAP,AD_PHYS,2,5)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1600,500,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE,M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,3,-,-,-,7,7,31,
204,ogre lord,ogre lady,ogre leader,S_OGRE,7,12,3,30,-5,G_GENO|2,"ATTK(AT_WEAP,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,700,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE,M2_LORD|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,-,-,9,9,55,
205,ogre king,ogre queen,ogre tyrant,S_OGRE,9,14,4,60,-7,G_GENO|2,"ATTK(AT_WEAP,AD_PHYS,3,5)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,750,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE,M2_PRINCE|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,5,-,-,-,11,11,140,
206,,,gray ooze,S_PUDDING,3,1,8,0,0,G_NOCORPSE|G_GENO|2,"ATTK(AT_BITE,AD_RUST,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,250,MS_SILENT,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_POISON|MR_ACID|MR_STONE,MR_FIRE|MR_COLD|MR_POISON,M1_AMORPHOUS|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID|M1_CARNIVORE|M1_HERBIVORE,M2_NEUTER|M2_HOSTILE,,7,-,-,-,4,4,13,MR_FIRE=20|MR_COLD=20|MR_POISON=20
207,,,brown pudding,S_PUDDING,5,3,8,0,0,G_NOCORPSE|G_GENO|1,"ATTK(AT_BITE,AD_DCAY,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,250,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,MR_COLD|MR_ELEC|MR_POISON,M1_AMORPHOUS|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID|M1_CARNIVORE|M1_HERBIVORE,M2_NEUTER|M2_HOSTILE,,3,-,-,-,6,6,31,MR_COLD=33|MR_ELEC=33|MR_POISON=33
208,,,green slime,S_PUDDING,6,6,6,0,0,G_NOCORPSE|G_GENO|G_HELL|1,"ATTK(AT_TUCH,AD_SLIM,1,4)","ATTK(AT_NONE,AD_SLIM,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,150,MS_SILENT,MZ_LARGE,MR_COLD|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,MR_ACID|MR_STONE,M1_AMORPHOUS|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_NEUTER|M2_HOSTILE,,2,-,-,-,8,8,140,MR_ACID=100|MR_STONE=100
209,,,black pudding,S_PUDDING,10,6,6,0,0,G_NOCORPSE|G_GENO|1,"ATTK(AT_BITE,AD_CORR,3,8)","ATTK(AT_NONE,AD_CORR,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,250,MS_SILENT,MZ_LARGE,MR_COLD|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,MR_COLD|MR_ELEC|MR_POISON,M1_AMORPHOUS|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID|M1_CARNIVORE|M1_HERBIVORE,M2_NEUTER|M2_HOSTILE,,0,-,-,-,12,12,181,MR_COLD=67|MR_ELEC=67|MR_POISON=67
210,,,quantum mechanic,S_QUANTMECH,7,12,3,10,0,G_GENO|3,"ATTK(AT_CLAW,AD_TLPT,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,20,MS_HUMANOID,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_TPORT|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE,M3_INFRAVISIBLE,6,-,-,-,9,9,57,M1_TPORT=70
211,,,genetic engineer,S_QUANTMECH,12,12,3,10,0,G_GENO|1,"ATTK(AT_CLAW,AD_POLY,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,20,MS_HUMANOID,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_TPORT|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_NASTY,M3_INFRAVISIBLE,2,-,-,-,14,14,291,M1_TPORT=100
